"longitude","latitude","sst_celsius"
34.1,35.7,19.5
34.1,35.7,19.5
34,35.8,19.4
34,35.8,19.4
34.1,35.7,19.4
34.1,35.7,19.4
34.1,35.7,19.4
34,35.8,19.4
34,35.8,19.3
34,35.9,19.3
34,35.9,19.3
34,35.9,19.3
34,35.9,19.2
34,35.9,19.2
34,35.9,19.2
34,35.9,19.2
33.2,35.9,18.9
33.1,35.9,19.2
33.1,35.9,19.2
33.1,35.9,19.2
33,35.9,19.2
33,35.9,19.2
33,35.9,19.1
33,35.8,19
33,35.8,19
32.9,35.8,18.9
33,35.8,18.9
32.9,35.8,18.9
32.9,35.8,18.8
32.9,35.8,18.9
32.9,35.8,18.8
32.9,35.8,18.8
32.9,35.8,18.8
32.9,35.8,18.8
32.9,35.8,18.7
32.9,35.8,18.7
32.9,35.8,18.6
32.8,35.7,18.6
32.8,35.7,18.6
32.8,35.7,18.6
32.8,35.7,18.6
32.7,35.7,18.6
32.8,35.7,18.6
32.5,35.7,18.8
32.5,35.7,18.8
32.5,35.7,18.8
32.4,35.7,18.6
32.4,35.7,18.8
32.4,35.7,18.8
32.4,35.7,18.8
32.4,35.7,18.8
32.4,35.7,18.7
32.4,35.7,18.7
32.3,35.7,18.7
32.3,35.7,18.7
32.3,35.7,18.7
32.3,35.7,18.7
32.3,35.7,18.6
32.3,35.7,18.7
32.3,35.7,18.5
32.3,35.7,18.5
32.3,35.7,18.5
32.2,35.7,18.5
32.2,35.7,18.5
32.2,35.7,18.5
32.2,35.7,18.5
32.2,35.8,18.4
32.1,35.8,18.4
32.1,35.8,18.4
32.1,35.8,18.4
32.1,35.8,18.4
32.1,35.8,18.4
32,35.8,18.4
32,35.8,18.4
32,35.8,18.3
32,35.8,18.3
31.9,35.9,18.4
31.9,35.9,18.4
31.9,35.9,18.4
31.9,35.9,18.4
31.9,35.9,18.3
31.8,35.9,18.3
31.8,35.9,18.3
31.8,35.9,18.3
31.8,35.9,18.3
31.8,35.9,18.2
31.8,35.9,18.2
31.8,35.9,18.3
31.8,35.9,18.2
31.8,35.9,18.2
31.8,35.9,18.2
31.8,35.9,18.2
31.8,35.9,18.2
31.8,35.9,18.2
31.8,35.9,18.2
31.7,35.9,18.2
31.7,35.9,18.2
31.7,35.9,18.2
31.7,36,18.2
31.7,35.9,18.1
31.7,36,18.1
31.7,36,18.1
31.7,36,18.1
32.2,32.8,21.1
32.2,32.8,21.1
32.2,32.8,21.1
32.2,32.8,21.1
32.2,32.8,21.1
32.2,32.8,21.1
32.2,32.8,21.2
32.2,32.8,21.2
32.2,32.8,21.2
32.2,32.7,21.2
32.2,32.7,21.1
32.2,32.7,21.1
32.2,32.7,21.1
32.2,32.7,21.1
32.2,32.7,21.1
32.2,32.7,21
32.2,32.7,21
32.2,32.7,21
32.2,32.7,20.9
32.2,32.7,20.9
32.2,32.7,20.9
32.2,32.7,21
32.2,32.7,21.1
32.2,32.7,21.2
32.2,32.7,21.2
32.2,32.7,21.3
32.2,32.7,21.1
32.2,32.7,21.1
32.2,32.7,21
32.2,32.7,21
32.2,32.7,21
32.2,32.7,20.9
32.2,32.7,20.9
32.2,32.6,20.9
32.3,32.6,20.8
32.3,32.6,20.8
32.2,32.6,20.8
32.2,32.6,20.8
32.2,32.6,20.8
32.2,32.6,20.8
32.2,32.6,20.8
32.2,32.6,20.7
32.2,32.6,20.7
32.2,32.6,20.6
32.2,32.6,20.6
32.2,32.6,20.6
32.2,32.6,20.6
32.2,32.6,20.5
32.2,32.6,20.5
32.2,32.6,20.5
32.2,32.6,20.5
32.2,32.6,20.5
32.2,32.6,20.5
32.2,32.5,20.5
32.2,32.5,20.5
32.2,32.5,20.5
32.2,32.5,20.6
32.2,32.5,20.6
32.2,32.5,20.6
32.2,32.5,20.6
32.2,32.5,20.6
32.2,32.5,20.6
32.3,32.5,20.6
32.3,32.5,20.6
32.2,32.5,20.6
32.3,32.5,20.8
32.3,32.5,20.8
32.3,32.5,20.8
32.3,32.5,20.8
32.3,32.5,20.8
32.3,32.5,20.8
32.3,32.5,20.8
32.3,32.5,20.8
32.3,32.5,20.8
32.3,32.5,20.8
32.3,32.4,20.8
32.3,32.4,20.8
32.3,32.4,20.8
32.3,32.4,20.8
32.3,32.4,20.8
32.3,32.4,20.8
32.3,32.4,20.8
32.3,32.4,20.8
32.2,32.4,20.8
32.2,32.4,20.8
32.3,32.3,20.8
32.3,32.3,20.7
32.3,32.3,20.7
32.3,32.3,20.7
32.3,32.3,20.7
32.3,32.3,20.7
32.3,32.3,20.7
32.3,32.3,20.8
32.3,32.3,20.8
32.4,32.3,20.7
32.4,32.3,20.7
32.4,32.3,20.7
32.4,32.3,20.7
32.4,32.3,20.6
32.4,32.3,20.6
32.4,32.3,20.6
32.4,32.3,20.6
32.5,32.3,20.6
32.5,32.3,20.5
32.5,32.3,20.5
32.5,32.3,20.5
32.5,32.3,20.5
32.5,32.3,20.5
32.5,32.3,20.5
32.5,32.3,20.5
32.6,32.3,20.5
32.6,32.3,20.5
32.6,32.3,20.5
32.6,32.3,20.4
32.6,32.3,20.5
32.6,32.3,20.5
32.6,32.3,20.5
32.6,32.3,20.5
32.6,32.3,20.6
32.6,32.3,20.6
32.7,32.3,20.7
32.7,32.3,20.6
32.7,32.3,20.6
32.7,32.3,20.6
32.7,32.3,20.6
32.7,32.3,20.6
32.7,32.3,20.6
32.8,32.3,20.6
32.8,32.3,20.6
32.8,32.3,20.6
32.8,32.3,20.6
32.9,32.3,20.5
32.9,32.3,20.5
32.9,32.3,20.6
32.9,32.3,20.6
32.9,32.3,20.6
32.9,32.3,20.7
32.9,32.3,20.7
32.9,32.3,20.7
32.9,32.3,20.7
32.9,32.4,20.6
32.9,32.3,20.6
32.9,32.4,20.6
32.9,32.4,20.6
32.9,32.4,20.6
32.9,32.4,20.6
32.9,32.4,20.5
32.9,32.4,20.7
32.9,32.4,20.6
32.9,32.4,20.7
32.9,32.4,20.6
32.9,32.4,20.6
32.9,32.4,20.6
32.9,32.4,20.6
32.9,32.4,20.6
32.9,32.4,20.7
33,32.4,20.8
33,32.4,20.8
33,32.4,20.8
33,32.4,20.8
33,32.4,20.7
33,32.4,20.7
33,32.4,20.7
33,32.4,20.7
33,32.4,20.6
33,32.4,20.6
33,32.4,20.6
33,32.4,20.6
33,32.4,20.6
33.1,32.4,20.6
33.1,32.4,20.6
33.1,32.4,20.6
33.1,32.4,20.6
33.1,32.4,20.6
33.1,32.4,20.5
33.1,32.4,20.6
33.1,32.4,20.6
33.1,32.5,20.6
33.1,32.5,20.5
33.1,32.5,20.5
33.1,32.5,20.5
33.1,32.5,20.5
33.1,32.5,20.5
33.1,32.5,20.5
33.1,32.5,20.5
33.1,32.5,20.5
33.2,32.5,20.5
33.2,32.5,20.5
33.2,32.5,20.6
33.2,32.5,20.5
33.2,32.5,20.5
33.2,32.5,20.5
33.2,32.5,20.5
33.2,32.5,20.5
33.2,32.5,20.5
33.2,32.5,20.5
33.2,32.5,20.5
33.2,32.5,20.5
33.2,32.5,20.4
33.2,32.5,20.4
33.2,32.5,20.4
33.2,32.6,20.4
33.2,32.6,20.4
33.2,32.6,20.4
33.2,32.6,20.4
33.1,32.6,20.4
33.2,32.6,20.4
33.2,32.6,20.4
33.2,32.6,20.4
33.2,32.6,20.4
33.2,32.6,20.4
33.2,32.6,20.4
33.2,32.6,20.4
33.2,32.6,20.4
33.2,32.6,20.4
33.2,32.6,20.4
33.2,32.6,20.4
33.2,32.6,20.4
33.2,32.6,20.4
33.2,32.6,20.4
33.2,32.7,20.4
33.2,32.7,20.4
33.2,32.7,20.4
33.2,32.7,20.4
33.1,32.7,20.4
33.1,32.7,20.4
33.1,32.7,20.4
33.1,32.7,20.4
33.1,32.7,20.5
33.2,32.7,20.5
33.2,32.7,20.4
33.2,32.7,20.4
33.1,32.7,20.4
33.1,32.7,20.4
33.1,32.7,20.4
33.1,32.7,20.4
33.1,32.7,20.4
33.1,32.7,20.4
33.1,32.7,20.4
33.1,32.7,20.4
33.1,32.7,20.3
33.1,32.8,20.4
33.1,32.8,20.4
33.1,32.8,20.4
33,32.8,20.4
33.1,32.8,20.4
33,32.8,20.4
33,32.8,20.4
33,32.8,20.3
33,32.8,20.3
33,32.8,20.3
33,32.8,20.3
33,32.8,20.3
33,32.8,20.3
33,32.8,20.3
33,32.8,20.4
33,32.8,20.3
33,32.8,20.3
33,32.8,20.3
33,32.8,20.3
33,32.8,20.3
33,32.8,20.2
33,32.8,20.3
33,32.8,20.3
33,32.8,20.3
33,32.8,20.3
33,32.8,20.3
32.9,32.8,20.2
33,32.8,20.2
32.9,32.8,20.2
33,32.8,20.2
32.9,32.8,20.2
32.9,32.8,20.2
32.9,32.8,20.2
32.9,32.8,20.2
32.9,32.8,20.2
32.9,32.8,20.2
32.9,32.8,20.2
32.9,32.8,20.2
32.9,32.8,20.2
32.9,32.8,20.1
32.9,32.8,20.2
32.9,32.8,20.2
32.9,32.8,20.2
32.9,32.8,20.1
32.8,32.8,20.1
32.8,32.8,20
32.9,32.8,20
32.8,32.8,20
32.8,32.8,20
32.8,32.8,20
32.8,32.8,20
32.8,32.8,20
32.8,32.8,20
32.8,32.8,20
32.8,32.8,19.9
32.8,32.8,19.9
32.8,32.8,19.9
32.8,32.8,19.9
32.8,32.8,19.8
32.7,32.7,19.8
32.7,32.7,19.8
32.7,32.7,19.7
32.7,32.7,19.7
32.7,32.7,19.7
32.7,32.7,19.7
32.7,32.7,19.6
32.7,32.7,19.6
32.7,32.7,19.6
32.7,32.7,19.6
32.7,32.7,19.6
32.7,32.7,19.6
32.7,32.7,19.6
32.7,32.7,19.6
32.7,32.7,19.6
32.7,32.7,19.5
32.7,32.7,19.6
32.7,32.7,19.6
32.7,32.7,19.5
32.6,32.7,19.5
32.6,32.7,19.5
32.6,32.7,19.5
32.6,32.7,19.4
32.6,32.7,19.4
32.6,32.7,19.4
32.6,32.7,19.4
32.6,32.7,19.4
32.6,32.7,19.4
32.6,32.7,19.3
32.6,32.7,19.4
32.6,32.7,19.4
32.6,32.7,19.4
32.6,32.6,19.4
32.6,32.6,19.4
32.6,32.6,19.4
32.6,32.6,19.4
32.6,32.6,19.3
32.6,32.6,19.3
32.6,32.6,19.3
32.6,32.6,19.3
32.6,32.6,19.3
32.6,32.6,19.3
32.6,32.6,19.3
32.6,32.6,19.3
32.6,32.6,19.3
32.6,32.6,19.2
32.6,32.6,19.2
32.6,32.6,19.2
32.6,32.6,19.3
32.6,32.6,19.2
32.6,32.6,19.3
32.6,32.6,19.3
32.6,32.5,19.3
32.6,32.5,19.3
32.6,32.5,19.2
32.6,32.5,19.2
32.5,32.5,19.2
32.6,32.5,19.2
32.5,32.5,19.2
32.5,32.5,19.2
32.5,32.5,19.2
32.6,32.5,19.2
32.6,32.5,19.2
32.6,32.5,19.2
32.6,32.5,19.2
32.6,32.5,19.2
32.6,32.5,19.2
32.6,32.5,19.2
32.6,32.5,19.2
32.6,32.5,19.2
32.6,32.5,19.2
32.6,32.5,19.2
32.6,32.5,19.2
32.6,32.5,19.2
32.6,32.4,19.2
32.6,32.4,19.2
32.6,32.4,19.2
32.6,32.4,19.2
32.6,32.4,19.2
32.6,32.4,19.2
32.6,32.4,19.2
32.6,32.4,19.2
32.6,32.4,19.2
32.6,32.4,19.2
32.6,32.4,19.2
32.6,32.4,19.2
32.6,32.4,19.2
32.6,32.3,19.2
32.6,32.4,19.2
32.6,32.3,19.2
32.6,32.3,19.2
32.6,32.3,19.2
32.6,32.3,19.2
32.6,32.3,19.2
32.6,32.3,19.2
32.6,32.3,19.2
32.6,32.3,19.2
32.6,32.3,19.2
32.6,32.3,19.2
32.7,32.2,19.2
32.7,32.2,19.2
32.7,32.2,19.2
32.7,32.2,19.2
32.8,32.2,19.2
32.8,32.2,19.2
32.8,32.2,19.2
32.8,32.2,19.2
32.9,32.2,19.2
32.9,32.2,19.2
32.9,32.2,19.2
32.9,32.2,19.2
32.9,32.2,19.2
32.9,32.2,19.2
32.9,32.2,19.2
32.9,32.2,19.2
32.9,32.2,19.1
32.9,32.2,19.1
32.9,32.2,19.2
32.9,32.2,19.1
32.9,32.2,19.1
32.9,32.2,19.1
32.9,32.2,19.1
32.9,32.1,19.1
32.9,32.1,19.1
32.9,32.1,19.1
33,32.1,19.1
33,32.1,19.1
32.9,32.1,19.1
33,32.1,19.2
33,32.1,19.2
33,32.1,19.2
33,32.1,19.2
33,32.1,19.2
33.1,32.1,19.2
33.1,32.1,19.2
33,32.1,19.2
33.1,32.1,19.1
33.1,32.1,19.1
33.1,32,19
33.1,32,19
33.1,32,19
33.1,32,19
33.1,32,19
33.1,32,19
33.1,32,18.9
33.1,32,18.9
33.1,32,18.9
33.2,32,18.9
33.2,32,18.9
33.2,32,18.9
33.2,32,18.9
33.3,32,18.8
33.2,32,18.8
33.3,32,18.8
33.3,32,18.8
33.3,32,18.8
33.3,32,18.8
33.3,32,18.8
33.3,32,18.8
33.3,32,18.8
33.3,32,18.8
33.3,32,18.8
33.3,32,18.8
33.3,32,18.8
33.3,32,18.8
33.3,31.9,18.8
33.4,31.9,18.8
33.3,31.9,18.8
33.4,31.9,18.8
33.3,31.9,18.8
33.4,31.9,18.8
33.4,31.9,18.8
33.4,31.9,18.8
33.5,31.9,18.8
33.4,31.9,19.1
33.4,31.9,19.1
33.4,31.9,19
33.5,31.9,19
33.4,31.9,19
33.4,31.9,19.1
33.5,31.9,19.1
33.5,31.9,19.2
33.5,31.9,19.2
33.5,31.8,19.2
33.5,31.8,19.1
33.5,31.8,19.1
33.6,31.8,19.1
33.6,31.8,19
33.6,31.8,19
33.6,31.8,19
33.6,31.8,19
33.6,31.8,19
33.6,31.8,18.9
33.6,31.8,18.9
33.6,31.8,19.1
33.6,31.8,19.1
33.6,31.8,19.1
33.7,31.8,19.1
33.7,31.8,19.2
33.7,31.8,19.2
33.7,31.8,19.2
33.7,31.8,19.3
33.7,31.8,19.3
33.7,31.8,19.2
33.7,31.8,19.2
33.7,31.8,19.2
33.7,31.8,19.2
33.7,31.8,19.2
33.7,31.9,19.1
33.7,31.9,19.1
33.7,31.8,19.2
33.7,31.8,19.2
33.7,31.8,19.2
33.7,31.8,19.2
33.7,31.8,19.2
33.8,31.8,19.2
33.8,31.8,19.2
33.8,31.8,19.3
33.8,31.8,19.4
33.8,31.8,19.3
33.8,31.8,19.3
33.8,31.8,19.3
33.8,31.8,19.3
33.9,31.7,19.2
34,31.7,19.2
34,31.7,19.2
34,31.8,19.2
34,31.8,19.1
34.1,31.8,19.1
34.1,31.8,19
34.1,31.8,19.1
34.1,31.8,19.1
34.1,31.8,19.2
34.1,31.8,19.2
34.2,31.9,19.1
34.2,31.9,19.1
34.1,31.8,19.1
34.2,31.9,19
34.2,31.9,19.1
34.2,31.9,19.1
34.2,31.9,19.1
34.2,31.9,19.1
34.2,31.9,19.1
-5,45.2,14.7
-5,45.2,14.7
-5,45.2,14.7
-5,45.2,14.7
-5,45.2,14.7
-5,45.2,14.7
-5,45.2,14.7
-5,45.2,14.7
-5,45.2,14.8
-5,45.2,14.8
-5,45.2,14.8
-5,45.2,14.8
-5,45.2,14.8
-5,45.2,14.8
-5,45.2,14.8
-5,45.2,14.8
-5,45.2,14.8
-5,45.2,14.8
-5,45.2,14.8
-5,45.2,14.8
-5,45.2,14.8
-5,45.2,14.7
-5,45.2,14.7
-5,45.2,14.7
-5,45.2,14.7
-5,45.2,14.7
-5,45.2,14.7
-5,45.2,14.7
-5,45.2,14.7
-5,45.2,14.7
-5,45.2,14.7
-5,45.2,14.6
-5,45.2,14.7
-5,45.2,14.6
-5,45.2,14.7
-5,45.2,14.6
-5,45.2,14.6
-5,45.2,14.7
-5,45.2,14.7
-5,45.2,14.6
-5,45.2,14.6
-5,45.2,14.7
-5,45.2,14.7
-5,45.2,14.7
-5,45.2,14.6
-5,45.2,14.6
-5,45.2,14.6
-5,45.2,14.6
-5,45.2,14.6
-5,45.2,14.6
-5,45.2,14.6
-5,45.2,14.6
-5,45.2,14.6
-5,45.2,14.6
-5,45.2,14.6
-5,45.2,14.6
-5,45.2,14.6
-5,45.2,14.6
-5,45.2,14.6
-5,45.2,14.6
-5,45.2,14.6
-5,45.2,14.6
-5,45.2,14.6
-5,45.2,14.5
-5,45.2,14.5
-5,45.2,14.5
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.5
-5,45.2,14.5
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.4
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.3
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.3
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.4
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.4
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.4
-5,45.2,14.3
-5,45.2,14.4
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.2
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.3
-5,45.2,14.2
-5,45.2,14.3
-5,45.2,14.2
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.2
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.3
-5,45.2,14.3
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.2
-5,45.2,14.1
-5,45.2,14.1
-5,45.2,14
-5,45.2,14.1
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14.1
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14.1
-5,45.2,14.1
-5,45.2,14.1
-5,45.2,14.1
-5,45.2,14.1
-5,45.2,14.1
-5,45.2,14
-5,45.2,14.1
-5,45.2,14.1
-5,45.2,14.1
-5,45.2,14.1
-5,45.2,14.1
-5,45.2,14.1
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14.1
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,13.9
-5,45.2,14
-5,45.2,13.9
-5,45.2,13.9
-5,45.2,13.9
-5,45.2,14
-5,45.2,13.9
-5,45.2,13.9
-5,45.2,13.9
-5,45.2,13.9
-5,45.2,13.9
-5,45.2,13.9
-5,45.2,13.9
-5,45.2,13.9
-5,45.2,13.9
-5,45.2,14
-5,45.2,13.9
-5,45.2,14
-5,45.2,14
-5,45.2,14
-5,45.2,13.9
-5,45.2,13.9
-5,45.2,13.9
-5,45.2,13.9
-5,45.2,13.9
-5,45.2,14
-5,45.2,14
-5,45.2,13.9
-5,45.2,13.9
-5,45.2,13.9
-5,45.2,13.9
-5,45.2,14
-5,45.2,14
-5,45.2,13.9
-5,45.2,13.9
-5,45.2,13.9
-5,45.2,13.9
-5,45.2,13.9
-5,45.2,13.9
-5,45.2,13.9
-5,45.2,13.9
-5,45.2,13.9
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.7
-5,45.2,13.8
-5,45.2,13.7
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.8
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.8
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.7
-5,45.2,13.8
-5,45.2,13.7
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.7
-5,45.2,13.8
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.8
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.8
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.8
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
-5,45.2,13.7
